lang_name	ID	lx_all	lx_all_correct	is_corrected
salangsigule	170	mètêhò		FALSE
salangsigule	172	adeu eu		FALSE
salangsigule	172	oendoeh oendêtên		FALSE
salangsigule	174	oemeu-a		FALSE
salangsigule	176	mètoelei		FALSE
salangsigule	177	niangó doehoe		FALSE
salangsigule	182	auli		FALSE
salangsigule	183	matìh		FALSE
salangsigule	184	matih		FALSE
salangsigule	188	matih		FALSE
salangsigule	191	djirat		FALSE
salangsigule	192	boenoeh nata		FALSE
salangsigule	196	baïlen	baǐlen	TRUE
salangsigule	197	baïlen	baǐlen	TRUE
salangsigule	198	inati-an		FALSE
salangsigule	199	afeucheu		FALSE
salangsigule	200	afêcheu		FALSE
salangsigule	202	sênêng		FALSE
salangsigule	203	aba-ò		FALSE
salangsigule	205	afêcheu auchoe		FALSE
salangsigule	207	afêcheu bétoea		FALSE
salangsigule	210	katoemboe-an		FALSE
salangsigule	211	ima imaun		FALSE
salangsigule	214	foe-àh		FALSE
salangsigule	219	afêcheu toehoe/doehoe	afêcheu toehoe/afêcheu doehoe	TRUE
salangsigule	220	afêcheu chadeula		FALSE
salangsigule	222	o-afoe		FALSE
salangsigule	223	afatang		FALSE
salangsigule	225	ala eupan		FALSE
salangsigule	227	bagòh		FALSE
salangsigule	228	afioe		FALSE
salangsigule	229	aboeta		FALSE
salangsigule	231	djoeling		FALSE
salangsigule	232	moela poelìh		FALSE
salangsigule	234	deu-oe		FALSE
salangsigule	235	bidan		FALSE
salangsigule	236	ata/nata		FALSE
salangsigule	237	ata/nata		FALSE
salangsigule	238	ata/nata		FALSE
salangsigule	239	deu-i		FALSE
salangsigule	240	deu-i		FALSE
salangsigule	241	imatoe-a		FALSE
salangsigule	242	jalafih		FALSE
salangsigule	243	imatoe-a		FALSE
salangsigule	244	alia		FALSE
salangsigule	245	jalafìh		FALSE
salangsigule	246	géloe		FALSE
salangsigule	248	jalafìh		FALSE
salangsigule	250	ònò imatoe-a		FALSE
salangsigule	252	ònò jalafih		FALSE
salangsigule	255	ekoe		FALSE
salangsigule	256	indeu		FALSE
salangsigule	257	wòh		FALSE
salangsigule	258	bò		FALSE
salangsigule	258	oepih		FALSE
salangsigule	261			FALSE
salangsigule	262			FALSE
salangsigule	263	nènèh		FALSE
salangsigule	264	nènèh		FALSE
salangsigule	266	nènèh ínjang		FALSE
salangsigule	267	nènèh mónjang		FALSE
salangsigule	268	wòh		FALSE
salangsigule	269	wòh		FALSE
salangsigule	270	wòh		FALSE
salangsigule	271	wòh		FALSE
salangsigule	272	ibò		FALSE
salangsigule	273	oepìh		FALSE
salangsigule	274	mógoeh		FALSE
salangsigule	277	toeò		FALSE
salangsigule	278	bapa		FALSE
salangsigule	279	mama wòh		FALSE
salangsigule	280	mama ênga		FALSE
salangsigule	283	toeò		FALSE
salangsigule	284	sau		FALSE
salangsigule	285	mama wòh		FALSE
salangsigule	286	mama êngan		FALSE
salangsigule	287-290	alimê-ê		FALSE
salangsigule	291-294	alimê-ê		FALSE
salangsigule	297	matoe-a goe abêleu		FALSE
salangsigule	297	matoe-a goe alélé		FALSE
salangsigule	299	oemeuneu		FALSE
salangsigule	300	oemeuneu		FALSE
salangsigule	302/303	nònò tiri		FALSE
salangsigule	304	êkoe		FALSE
salangsigule	304	indeu		FALSE
salangsigule	305	nònò tiri		FALSE
salangsigule	306-309	toemoedò		FALSE
salangsigule	306-309	Eu-ah		FALSE
salangsigule	306-309	kakah		FALSE
salangsigule	306-309	adiq		FALSE
salangsigule	310	kakah		FALSE
salangsigule	310	adiq		FALSE
salangsigule	315	akrab		FALSE
salangsigule	316	aba-at		FALSE
salangsigule	317	doenga		FALSE
salangsigule	318	doenga		FALSE
salangsigule	320	achi		FALSE
salangsigule	324	ata joe lêntoe		FALSE
salangsigule	326	banoea		FALSE
salangsigule	327	kampong		FALSE
salangsigule	329	tênêboe		FALSE
salangsigule	330	bangso		FALSE
salangsigule	332	hadjimat		FALSE
salangsigule	335	oela hadjimat		FALSE
salangsigule	339	hantoe		FALSE
salangsigule	340	dachia chida		FALSE
salangsigule	341	bichoe		FALSE
salangsigule	345	allah ta allah		FALSE
salangsigule	345	Nabi Mohamad		FALSE
salangsigule	351	panjoeratan		FALSE
salangsigule	352	hoeroeb		FALSE
salangsigule	353	kêrêtas		FALSE
salangsigule	354	oela		FALSE
salangsigule	356	Soeritò		FALSE
salangsigule	358	nanga nanga		FALSE
salangsigule	359	nanga nanga		FALSE
salangsigule	365	euhí		FALSE
salangsigule	367	tjêdik		FALSE
salangsigule	368	bieng-òng		FALSE
salangsigule	369	Hharam		FALSE
salangsigule	371	têngkoe		FALSE
salangsigule	374	maïgit	maǐgit	TRUE
salangsigule	375	aulia		FALSE
salangsigule	377	soerau		FALSE
salangsigule	378	radjò		FALSE
salangsigule	382	banoea bichoe		FALSE
salangsigule	386	dato		FALSE
salangsigule	389	atoea toea		FALSE
salangsigule	391	goentoeng/labòh		FALSE
salangsigule	392	roegí		FALSE
salangsigule	396	adat		FALSE
salangsigule	399	hoekoem		FALSE
salangsigule	400	dandò		FALSE
salangsigule	401	sasi		FALSE
salangsigule	404	kandoeri fadjirat		FALSE
salangsigule	407/408	chawin		FALSE
salangsigule	410	iboe-oe		FALSE
salangsigule	411	djanamoe		FALSE
salangsigule	412	djandji		FALSE
salangsigule	413	madoe ònò		FALSE
salangsigule	414	bidan		FALSE
salangsigule	415	malèh malèh		FALSE
salangsigule	416	soelit		FALSE
salangsigule	419	bioelah		FALSE
salangsigule	420	sangkadoe		FALSE
salangsigule	421	tamboer		FALSE
salangsigule	422	gêndang		FALSE
salangsigule	423	gambang		FALSE
salangsigule	424	mangkoeng		FALSE
salangsigule	424	sanang		FALSE
salangsigule	428	manali		FALSE
salangsigule	432	main main		FALSE
salangsigule	433	dadoe		FALSE
salangsigule	433	gêsing		FALSE
salangsigule	437	nòhí		FALSE
salangsigule	438	jamboen		FALSE
salangsigule	440	ètèn tioe		FALSE
salangsigule	441	janò-ò		FALSE
salangsigule	442	djalin		FALSE
salangsigule	446	gaheu		FALSE
salangsigule	449	bientoe		FALSE
salangsigule	451	tíngkap		FALSE
salangsigule	452	goejoeng		FALSE
salangsigule	453	nòla		FALSE
salangsigule	454	nòla		FALSE
salangsigule	456	aloe aloe lèfoe-eu		FALSE
salangsigule	457	aloe aloe fafa		FALSE
salangsigule	458	dinding fafa		FALSE
salangsigule	459	dinding lèfoe-eu		FALSE
salangsigule	461	gai nòhi alawa		FALSE
salangsigule	462	deufa	deufa?	TRUE
salangsigule	464	koelamboe		FALSE
salangsigule	468	doefó		FALSE
salangsigule	469	bantan		FALSE
salangsigule	470	balei balei		FALSE
salangsigule	471	fai ìtìh		FALSE
salangsigule	472/473	ala		FALSE
salangsigule	474	nafoe		FALSE
salangsigule	475	naiteu		FALSE
salangsigule	476	nitoetoeng		FALSE
salangsigule	477	mangè bà-eu naiteu		FALSE
salangsigule	478	boenoeh naiteu		FALSE
salangsigule	482	imboe		FALSE
salangsigule	483	gêlan		FALSE
salangsigule	484	gaujeun/ga oejoen		FALSE
salangsigule	485	toetoeng fandoe		FALSE
salangsigule	486	boenoeh fandoe		FALSE
salangsigule	487	fa-aleung bateu		FALSE
salangsigule	488	koelamboe		FALSE
salangsigule	489	koedò koedò		FALSE
salangsigule	493	kansah-balang		FALSE
salangsigule	494	balang taneu		FALSE
salangsigule	495	kanèt/ganèt		FALSE
salangsigule	496	ganèt taneu		FALSE
salangsigule	497	gambatoe		FALSE
salangsigule	498	boe-ai		FALSE
salangsigule	499	óloe		FALSE
salangsigule	501	gambatoe		FALSE
salangsigule	505	bíso		FALSE
salangsigule	506	bau		FALSE
salangsigule	507	galé		FALSE
salangsigule	508	bísó ítìtì		FALSE
salangsigule	509	patòh		FALSE
salangsigule	510	séndoq	sèndoq	TRUE
salangsigule	511	awê/awòh		FALSE
salangsigule	513	monda-oe idaneu		FALSE
salangsigule	514	katiding		FALSE
salangsigule	515	fandoe		FALSE
salangsigule	519	sêlappa		FALSE
salangsigule	520	bêti		FALSE
salangsigule	522	kasòh		FALSE
salangsigule	525-527	man auhoe		FALSE
salangsigule	528	randang		FALSE
salangsigule	530	toetoeng		FALSE
salangsigule	534	makanan		FALSE
salangsigule	535	binaloe		FALSE
salangsigule	536	afeugeu		FALSE
salangsigule	537	goelè		FALSE
salangsigule	539	bantai		FALSE
salangsigule	540	bantai ala-i		FALSE
salangsigule	541	inalan		FALSE
salangsigule	541	inalan		FALSE
salangsigule	544	fachi		FALSE
salangsigule	545	beula		FALSE
salangsigule	546	fachi		FALSE
salangsigule	547	sangkadoe fachi		FALSE
salangsigule	549	leheu fachi		FALSE
salangsigule	550	leu-oe		FALSE
salangsigule	551	alau		FALSE
salangsigule	555	achiliengan		FALSE
salangsigule	561	binò binò		FALSE
salangsigule	562	lada naséh		FALSE
salangsigule	563	ajoe		FALSE
salangsigule	565	gailoeng		FALSE
salangsigule	567	aloendoeng		FALSE
salangsigule	569/750	badoe		FALSE
salangsigule	571/572	badahè		FALSE
salangsigule	573	oechoe		FALSE
salangsigule	576	bònda		FALSE
salangsigule	577/578	beubeudaloe		FALSE
salangsigule	579	geuriang		FALSE
salangsigule	580	teula²		FALSE
salangsigule	582	ênêm goegoejoe		FALSE
salangsigule	583	soebang		FALSE
salangsigule	586	slendang		FALSE
salangsigule	588	oeping		FALSE
salangsigule	590	soetò		FALSE
salangsigule	600	manarawang		FALSE
salangsigule	601	mamoetan		FALSE
salangsigule	602	tali		FALSE
salangsigule	603	mênang		FALSE
salangsigule	604	i-òn délah		FALSE
salangsigule	605/606	né ganga		FALSE
salangsigule	608	bêndang		FALSE
salangsigule	609	amboeng		FALSE
salangsigule	611	tombaq		FALSE
salangsigule	612	oempít		FALSE
salangsigule	617	parisai		FALSE
salangsigule	619	léló		FALSE
salangsigule	620	sinapang-bêdin		FALSE
salangsigule	621	oefat		FALSE
salangsigule	622	ònò bêndin		FALSE
salangsigule	623	manèmba		FALSE
salangsigule	624	omban		FALSE
salangsigule	626	prang		FALSE
salangsigule	627	moesoeh		FALSE
salangsigule	628	mariam		FALSE
salangsigule	630	damai		FALSE
salangsigule	631	goeta		FALSE
salangsigule	635	mênang		FALSE
salangsigule	636	ata ni-òhí		FALSE
salangsigule	637	ata ni-oení		FALSE
salangsigule	639	zakat		FALSE
salangsigule	640	bêlasting		FALSE
salangsigule	642	badja		FALSE
salangsigule	643	mata badja		FALSE
salangsigule	644	sikè		FALSE
salangsigule	648	sangkoel		FALSE
salangsigule	649	andêp		FALSE
salangsigule	650	rèmbè		FALSE
salangsigule	651	andêp		FALSE
salangsigule	652	sangkoel		FALSE
salangsigule	653	ladang		FALSE
salangsigule	654	omboejoe		FALSE
salangsigule	655	abì-ì		FALSE
salangsigule	656	ó-ó		FALSE
salangsigule	656	nacha		FALSE
salangsigule	657	pientjoeran		FALSE
salangsigule	659	aloe		FALSE
salangsigule	660	taneumeu		FALSE
salangsigule	662/663	manameu		FALSE
salangsigule	664	taneumeu		FALSE
salangsigule	668	auhó		FALSE
salangsigule	669	ataba		FALSE
salangsigule	671	mamahi		FALSE
salangsigule	672	nida-oe		FALSE
salangsigule	674	gi achoeng		FALSE
salangsigule	677	alitap		FALSE
salangsigule	679	timòn		FALSE
salangsigule	681	bachoeng		FALSE
salangsigule	682	teufoe		FALSE
salangsigule	683	alitak		FALSE
salangsigule	684	bawang		FALSE
salangsigule	686	kalèdè		FALSE
salangsigule	688	kalèdè		FALSE
salangsigule	690	apêli		FALSE
salangsigule	691	bonioh		FALSE
salangsigule	692	bonioh		FALSE
salangsigule	695	amboeloe		FALSE
salangsigule	701	sakar		FALSE
salangsigule	702	doengkoeng		FALSE
salangsigule	703	roembioh		FALSE
salangsigule	704	batoep		FALSE
salangsigule	705	bêcha		FALSE
salangsigule	706	gapai		FALSE
salangsigule	707	pandan		FALSE
salangsigule	708	moemplam		FALSE
salangsigule	709	anaha		FALSE
salangsigule	710	ramboet		FALSE
salangsigule	711	toelian		FALSE
salangsigule	712	djamboe		FALSE
salangsigule	713	lansat		FALSE
salangsigule	716-718	gai		FALSE
salangsigule	721	giri		FALSE
salangsigule	722	dima		FALSE
salangsigule	723	koppi		FALSE
salangsigule	726	gambir		FALSE
salangsigule	728	afoe		FALSE
salangsigule	729	gòndin		FALSE
salangsigule	731	oewìh/ noewìh	oewìh/noewìh	TRUE
salangsigule	732	lèfoe-eu		FALSE
salangsigule	733	raboeng		FALSE
salangsigule	734	taloe		FALSE
salangsigule	737	manèh		FALSE
salangsigule	739/740	daha		FALSE
salangsigule	741	lali		FALSE
salangsigule	742-744	oerè		FALSE
salangsigule	746	boeloe		FALSE
salangsigule	748	bìbì		FALSE
salangsigule	750	oeloet		FALSE
salangsigule	752	bòni		FALSE
salangsigule	752	êlan		FALSE
salangsigule	753	tafoe-ó		FALSE
salangsigule	754	oeloefatoe		FALSE
salangsigule	755	oeloefatoe		FALSE
salangsigule	758	bènè		FALSE
salangsigule	759	boeah		FALSE
salangsigule	761	bìbì		FALSE
salangsigule	763	auchoechoe		FALSE
salangsigule	764	euhi		FALSE
salangsigule	765	afala		FALSE
salangsigule	766	fanicha		FALSE
salangsigule	770	balichi		FALSE
salangsigule	772	ilalang		FALSE
salangsigule	773	têleng têleng		FALSE
salangsigule	774	binatang		FALSE
salangsigule	775	nònò		FALSE
salangsigule	778	laladai		FALSE
salangsigule	779	gai		FALSE
salangsigule	780	tênap		FALSE
salangsigule	781	tênap		FALSE
salangsigule	786	gafí		FALSE
salangsigule	787	boe		FALSE
salangsigule	789	sangka		FALSE
salangsigule	790	adoeloe		FALSE
salangsigule	794	eundeu		FALSE
salangsigule	799	kambing		FALSE
salangsigule	800-802	kêbau		FALSE
salangsigule	805	bè		FALSE
salangsigule	807	goedò		FALSE
salangsigule	809	roesòh		FALSE
salangsigule	811	nahoe/ahoe		FALSE
salangsigule	812	bau		FALSE
salangsigule	813	ma-ò		FALSE
salangsigule	814	wàlì ma-ò		FALSE
salangsigule	824	boelêm aiteu		FALSE
salangsigule	824	boelêm afoe-i		FALSE
salangsigule	825	gògò		FALSE
salangsigule	826	manoe		FALSE
salangsigule	827	nònò manoe		FALSE
salangsigule	828	manoe géloe		FALSE
salangsigule	830	manoe ingèn		FALSE
salangsigule	831	manoe bêsaboeng		FALSE
salangsigule	836	lajang lajang		FALSE
salangsigule	840	baloeng		FALSE
salangsigule	843	mòjò		FALSE
salangsigule	844	manò	manò'	TRUE
salangsigule	845	toepai		FALSE
salangsigule	851	tioe		FALSE
salangsigule	852	tioe		FALSE
salangsigule	854	ba-í/ba-é		FALSE
salangsigule	861	délah		FALSE
salangsigule	870	goetoe		FALSE
salangsigule	871	boenga		FALSE
salangsigule	872	ngaleu		FALSE
salangsigule	877	namò		FALSE
salangsigule	878	alifambang		FALSE
salangsigule	881	gĕlĕng	gêlêng	TRUE
salangsigule	884	ichĕm	ichêm	TRUE
salangsigule	886	awah		FALSE
salangsigule	888	galifa		FALSE
salangsigule	891	lachĕleng	lachêleng	TRUE
salangsigule	892	bailing		FALSE
salangsigule	896	bĕla	bêla	TRUE
salangsigule	899	bò-oewih		FALSE
salangsigule	900	bòja		FALSE
salangsigule	901	foefoenoembong		FALSE
salangsigule	902	feunoeh		FALSE
salangsigule	905	langi		FALSE
salangsigule	906	mata inò		FALSE
salangsigule	907	itankò rahoe		FALSE
salangsigule	908	bawa		FALSE
salangsigule	910	bawa		FALSE
salangsigule	911	itankò rahoe		FALSE
salangsigule	912	bĭntoen	bíntoen	TRUE
salangsigule	917	taneu		FALSE
salangsigule	919	té-oe		FALSE
salangsigule	920	oehoon		FALSE
salangsigule	921	tafeu tafeu langi		FALSE
salangsigule	923	challa challa nadoe		FALSE
salangsigule	924	loeloe		FALSE
salangsigule	927	doeloe		FALSE
salangsigule	928	angi		FALSE
salangsigule	929	badai		FALSE
salangsigule	930	indaneu		FALSE
salangsigule	931	taloe leu-oe		FALSE
salangsigule	932	doelah		FALSE
salangsigule	934	lófoe		FALSE
salangsigule	935	bakad		FALSE
salangsigule	937	géló		FALSE
salangsigule	938	galai		FALSE
salangsigule	939	haroes		FALSE
salangsigule	941	batoe		FALSE
salangsigule	942/943	taneu		FALSE
salangsigule	944	oelau		FALSE
salangsigule	945	ganting		FALSE
salangsigule	946	oedjoeng énaloe		FALSE
salangsigule	947	leuleu		FALSE
salangsigule	948	leuleu		FALSE
salangsigule	950	toeroen		FALSE
salangsigule	951	faloe-óe		FALSE
salangsigule	952	panton		FALSE
salangsigule	955	doe-oe		FALSE
salangsigule	957	saso		FALSE
salangsigule	959	lalah		FALSE
salangsigule	960	omboejoe		FALSE
salangsigule	961	lai		FALSE
salangsigule	962	gatioh		FALSE
salangsigule	963	géló-ah		FALSE
salangsigule	963	liang		FALSE
salangsigule	964	gani tila		FALSE
salangsigule	965	oeloe		FALSE
salangsigule	966	ilir		FALSE
salangsigule	967	mata idaneu		FALSE
salangsigule	968	afan		FALSE
salangsigule	969	batoe		FALSE
salangsigule	970	taneu		FALSE
salangsigule	971	ènè		FALSE
salangsigule	973	machĭ	machí	TRUE
salangsigule	974	tĕmbagò	têmbagò	TRUE
salangsigule	976	pérak		FALSE
salangsigule	977	boelawa		FALSE
salangsigule	979	imòh		FALSE
salangsigule	981	toekang machĭ	toekang machí	TRUE
salangsigule	982	ambon		FALSE
salangsigule	984	agoe		FALSE
salangsigule	985	toetoe'		FALSE
salangsigule	986	landai		FALSE
salangsigule	987	ĭngkĭp	ìngkìp	TRUE
salangsigule	989	gékin		FALSE
salangsigule	993	bêrdamai		FALSE
salangsigule	995	nachoeda		FALSE
salangsigule	999	afeu		FALSE
salangsigule	1000	ata manolong		FALSE
salangsigule	1001	kêdai		FALSE
salangsigule	1001	gêdai		FALSE
salangsigule	1002	kêdai		FALSE
salangsigule	1002	gêdai		FALSE
salangsigule	1003	saudagar		FALSE
salangsigule	1005	déloem		FALSE
salangsigule	1007	fateu		FALSE
salangsigule	1008	làbòh		FALSE
salangsigule	1009	roegi		FALSE
salangsigule	1010	mangêli		FALSE
salangsigule	1011	mahal		FALSE
salangsigule	1012	moerah		FALSE
salangsigule	1013	êmè		FALSE
salangsigule	1015	bajan		FALSE
salangsigule	1016	niangafa		FALSE
salangsigule	1017/1018	nifafaleu		FALSE
salangsigule	1019	toekar		FALSE
salangsigule	1020	niandeu'		FALSE
salangsigule	1021	galar		FALSE
salangsigule	1025	dasing		FALSE
salangsigule	1026	andeufa		FALSE
salangsigule	1026	angêló		FALSE
salangsigule	1026	satampòh		FALSE
salangsigule	1026	ambala-i		FALSE
salangsigule	1026	a danga		FALSE
salangsigule	1026	sa-sioe : ai-oe	sa-sioe	TRUE
salangsigule	1026	4 ai-oe is acheuteu	acheuteu	TRUE
salangsigule	1026	12 cheuteu is sakajoe	sakajoe	TRUE
salangsigule	1026-1028	alè is the bamboo	alè	TRUE
salangsigule	1026-1028	1 bêlah is ½ êkan	1 bêlah	TRUE
salangsigule	1026-1028	4 bêlan is 1 alè	1 alè	TRUE
salangsigule	1026-1028	anali is 16 alè	anali	TRUE
salangsigule	1026-1028	10 nali are achoena	achoena	TRUE
salangsigule	1026-1028	10 hoena is called foeloe hoena	foeloe hoena	TRUE
salangsigule	1029/1030	gapan		FALSE
salangsigule	1031	kapal	kapal api	TRUE
salangsigule	1032	sambò		FALSE
salangsigule	1033	biloe		FALSE
salangsigule	1033	nófoe		FALSE
salangsigule	1035	tiang		FALSE
salangsigule	1037	meloejoe		FALSE
salangsigule	1038	oefêng		FALSE
salangsigule	1040	ólan	òlan	TRUE
salangsigule	1042	malimei		FALSE
salangsigule	1043	manólan	manòlan	TRUE
salangsigule	1049	a-ó		FALSE
salangsigule	1050	rakit		FALSE
salangsigule	1051	géló		FALSE
salangsigule	1052	achochi		FALSE
salangsigule	1053	ata maraboe		FALSE
salangsigule	1061	éba		FALSE
salangsigule	1062	ònò ònò / ĭtĭtĭ tĭtĭ	ònò ònò/ítìtì tìtì	TRUE
salangsigule	1063/1064	ténaloe		FALSE
salangsigule	1065/1066	èdafa		FALSE
salangsigule	1067/1068	abĭ-	abì-ì	TRUE
salangsigule	1070	achènong achènong		FALSE
salangsigule	1071	achènong achènong		FALSE
salangsigule	1072-1074	atafeu		FALSE
salangsigule	1076	ònò ònò		FALSE
salangsigule	1079	anĭfĭ anĭfĭ	anífí nífí	TRUE
salangsigule	1080-1081	ata-oet		FALSE
salangsigule	1082	a-eufeu		FALSE
salangsigule	1083/1084	abaha		FALSE
salangsigule	1085/1086	afafeu		FALSE
salangsigule	1087	alawa		FALSE
salangsigule	1088	ató-oe		FALSE
salangsigule	1089	atoeleu		FALSE
salangsigule	1090	achè-ò		FALSE
salangsigule	1096	auha auha		FALSE
salangsigule	1097	oeméting		FALSE
salangsigule	1098	ataleu		FALSE
salangsigule	1101	abĭ -ĭ	abí-í	TRUE
salangsigule	1102	alêmbo	alêmbó	TRUE
salangsigule	1104/1105	auchoe		FALSE
salangsigule	1106/1107	ò-afoe		FALSE
salangsigule	1109/1110	boelè		FALSE
salangsigule	1112	bêsagi		FALSE
salangsigule	1113	èboeloe		FALSE
salangsigule	1115	sampih		FALSE
salangsigule	1116	éba		FALSE
salangsigule	1117	tagòh		FALSE
salangsigule	1118	alélélĭlĭh	alélélílí	TRUE
salangsigule	1119	malawan	melawan	TRUE
salangsigule	1121	aléw		FALSE
salangsigule	1125	ata-a		FALSE
salangsigule	1127	aba-eu		FALSE
salangsigule	1130	euchĭ	euchí	TRUE
salangsigule	1132-1135	euchĭ	euchí	TRUE
salangsigule	1138	achau chau		FALSE
salangsigule	1142	jadachoe euchi		FALSE
salangsigule	1143	afeunoeh		FALSE
salangsigule	1147	tagoh		FALSE
salangsigule	1148/1149	jadeu tagoh		FALSE
salangsigule	1150	atoea		FALSE
salangsigule	1152	afoejoe		FALSE
salangsigule	1153	afa-i		FALSE
salangsigule	1154	miskin		FALSE
salangsigule	1155	kajò		FALSE
salangsigule	1156	achala		FALSE
salangsigule	1159	bòdò'		FALSE
salangsigule	1160	pinter		FALSE
salangsigule	1161	ami		FALSE
salangsigule	1162	a-ahi		FALSE
salangsigule	1163	afetoh		FALSE
salangsigule	1166	a-ahĭ	a-ahí	TRUE
salangsigule	1167	afoe-ĭ	afoe-i	TRUE
salangsigule	1168	aiteu		FALSE
salangsigule	1169	afala		FALSE
salangsigule	1171	koening		FALSE
salangsigule	1173	idjau		FALSE
salangsigule	1174	mangofei		FALSE
salangsigule	1175	niboechoe		FALSE
salangsigule	1176	nifi-i		FALSE
salangsigule	1179	nibêngkê		FALSE
salangsigule	1180	nida-oe		FALSE
salangsigule	1193	nilaufih		FALSE
salangsigule	1194	pĭkĭr	píkír	TRUE
salangsigule	1195	oe liah		FALSE
salangsigule	1196	enoegu		FALSE
salangsigule	1197	aliemboeh		FALSE
salangsigule	1198	moekìr		FALSE
salangsigule	1199	mêmbacha fa ha		FALSE
salangsigule	1200	èleu lênggeuh		FALSE
salangsigule	1201	kòmè kòmè		FALSE
salangsigule	1202	goeali		FALSE
salangsigule	1203	nanga nanga		FALSE
salangsigule	1206	fêndoe eu		FALSE
salangsigule	1208	dò-i		FALSE
salangsigule	1210	goemaha		FALSE
salangsigule	1211	nĭóha	níóha	TRUE
salangsigule	1212	nioehoen		FALSE
salangsigule	1213	nóchêmbi	níchêmbi	TRUE
salangsigule	1214	nĭawi	níawi	TRUE
